file	bytes	sha256	source_url	retrieved_utc
ken-french/F-F_Research_Data_Factors_daily.csv	1209019	3d73942f7c0ba3accd021721876fef3059c6b02764a476dbdd9c311817f09710	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/F-F_Research_Data_Factors_daily_CSV.zip	2026-08-14T20:32Z
